crop_name,variety,category,state,district,season,month,buyer_type,price,quantity_sold,historical_demand,is_holiday_event,demand_kg,is_synthetic
Onion,Red,Vegetable,Punjab,Ludhiana,Kharif,7,WHOLESALER,48.65,1201.11,1199.39,0,1909.69,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,10,INDIVIDUAL,27.23,643.01,747.8,1,471.47,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Rabi,6,BUSINESS,15.14,690.16,991.42,0,1855.21,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Rabi,5,BUSINESS,86.14,1023.66,1113.88,0,1086.02,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Zaid,5,BUSINESS,16.26,1444.44,1409.3,0,2099.21,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Zaid,2,BUSINESS,39.54,1463.21,1420.17,0,1642.46,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Rabi,9,RETAILER,13.14,805.67,844.99,0,1030.32,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Kharif,9,WHOLESALER,26.42,1615.92,1588.19,0,2334.85,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Year-Round,11,WHOLESALER,54.35,898.08,1086.12,1,1473.92,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Year-Round,6,INDIVIDUAL,86.29,1866.12,1946.44,0,803.74,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Zaid,4,RESTAURANT,16.84,877.22,962.02,1,1907.79,True
Mango,Local,Fruit,Punjab,Ludhiana,Kharif,7,WHOLESALER,26.45,1019.69,814.16,0,1506.71,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Year-Round,1,RETAILER,85.08,1834.45,1617.75,0,1217.42,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Rabi,11,BUSINESS,17.99,1040.86,1201.39,1,2304.53,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Year-Round,4,BUSINESS,38.16,1179.86,1112.14,1,1613.65,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Year-Round,6,WHOLESALER,74.21,709.07,668.06,0,1026.77,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Zaid,9,RESTAURANT,77.81,1260.31,1455.23,0,1462.24,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Rabi,7,RESTAURANT,38.07,779.3,834.8,0,1131.15,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Zaid,12,RESTAURANT,17.3,958.47,876.02,0,1364.15,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Rabi,12,RESTAURANT,42.89,2309.18,2482.49,0,2304.62,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Year-Round,11,WHOLESALER,56.9,2190.52,2573.11,1,4318.37,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Zaid,8,RESTAURANT,39.68,1567.12,1507.28,0,1889.02,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Kharif,9,INDIVIDUAL,69.33,3147.71,2434.46,0,846.7,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Year-Round,9,WHOLESALER,34.48,563.16,563.28,0,789.37,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Rabi,11,WHOLESALER,85.43,918.0,1087.56,1,1409.48,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Kharif,8,INDIVIDUAL,31.78,1162.9,1386.49,0,727.11,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Kharif,2,INDIVIDUAL,75.19,1642.54,1733.82,0,564.7,True
Potato,Local,Vegetable,Maharashtra,Nashik,Rabi,12,WHOLESALER,35.9,2445.69,1948.8,0,3071.97,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Year-Round,9,RESTAURANT,18.85,808.26,956.77,0,1172.69,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Zaid,4,RETAILER,36.09,1114.36,1271.46,1,1486.08,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Year-Round,5,INDIVIDUAL,56.04,2305.47,2026.66,0,803.25,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Year-Round,9,INDIVIDUAL,12.07,2517.19,2641.71,0,1428.54,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Kharif,4,WHOLESALER,65.08,657.36,610.66,1,863.02,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Zaid,9,WHOLESALER,37.63,511.73,516.37,0,745.87,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Rabi,3,WHOLESALER,23.48,656.96,748.24,0,1068.22,True
Mango,Local,Fruit,Maharashtra,Mumbai,Rabi,8,RETAILER,40.88,980.34,933.14,0,916.04,True
Rice,Common,Cereal,Maharashtra,Nashik,Zaid,6,BUSINESS,41.38,2416.67,2470.8,0,2985.84,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,4,RESTAURANT,80.29,2616.28,2391.6,1,2651.19,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Year-Round,9,WHOLESALER,85.71,864.79,753.58,0,963.95,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Rabi,2,BUSINESS,74.59,936.13,950.84,0,840.67,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Rabi,11,RESTAURANT,85.77,2463.26,2596.05,1,2583.2,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rabi,4,RESTAURANT,80.1,2172.29,2226.73,1,2928.16,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Year-Round,7,RETAILER,76.0,3248.22,2774.18,0,2612.57,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Zaid,5,RESTAURANT,67.33,794.61,693.27,0,747.67,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Year-Round,7,WHOLESALER,43.81,1544.87,1510.91,0,2039.65,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Rabi,8,INDIVIDUAL,22.86,1948.36,1942.79,0,1030.78,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Rabi,12,RETAILER,25.38,1255.26,1478.75,0,1449.31,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Rabi,1,INDIVIDUAL,63.73,682.61,839.01,0,341.51,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Rabi,3,INDIVIDUAL,75.98,658.75,540.28,0,162.15,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Kharif,7,WHOLESALER,70.22,1393.0,1262.88,0,1601.98,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Year-Round,3,RETAILER,56.52,662.54,667.87,0,538.52,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Rabi,2,INDIVIDUAL,21.39,2304.28,2263.69,0,1038.23,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Kharif,8,BUSINESS,51.97,1079.92,1314.98,0,1658.59,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Year-Round,12,WHOLESALER,16.2,1367.55,1188.82,0,2073.13,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Zaid,7,INDIVIDUAL,51.69,1537.48,1541.6,0,709.0,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Rabi,10,RETAILER,81.15,2692.07,2397.34,1,2053.36,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Zaid,12,WHOLESALER,30.31,638.74,568.48,0,779.53,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Zaid,6,RETAILER,34.73,1724.72,2210.44,0,2182.64,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Rabi,3,RETAILER,53.89,2662.3,2385.97,0,2105.6,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Zaid,8,RESTAURANT,37.45,2545.59,2112.21,0,2380.78,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Year-Round,10,BUSINESS,72.02,668.8,748.86,1,800.82,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Year-Round,3,WHOLESALER,25.07,1200.19,1195.21,0,1565.45,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Year-Round,9,BUSINESS,63.74,2162.86,2439.12,0,2274.84,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Zaid,10,INDIVIDUAL,86.54,1573.91,1599.66,1,673.0,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Year-Round,11,RETAILER,67.06,1583.77,1581.02,1,1687.05,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Zaid,3,INDIVIDUAL,23.39,997.63,965.31,0,508.3,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Kharif,1,INDIVIDUAL,36.47,1294.83,1117.75,0,483.21,True
Onion,Red,Vegetable,Punjab,Ludhiana,Rabi,12,RETAILER,45.23,1259.03,1248.19,0,1105.66,True
Potato,Local,Vegetable,Gujarat,Rajkot,Year-Round,9,RESTAURANT,67.59,1481.34,1776.68,0,1283.08,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Kharif,9,BUSINESS,13.98,1068.4,1232.57,0,2084.09,True
Soybean,Local,Oilseed,Tamil Nadu,Chennai,Kharif,11,INDIVIDUAL,42.17,870.57,899.06,1,401.49,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Kharif,1,INDIVIDUAL,56.49,1311.69,1095.0,0,425.81,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Rabi,7,INDIVIDUAL,55.21,526.37,516.59,0,207.15,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Rabi,11,BUSINESS,57.48,1182.94,1278.46,1,1529.46,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Zaid,3,WHOLESALER,83.7,619.21,693.28,0,746.83,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Rabi,1,WHOLESALER,55.18,586.46,632.18,0,653.31,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Zaid,1,WHOLESALER,40.33,2967.58,2734.43,0,3733.85,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Kharif,10,WHOLESALER,57.51,1978.98,1556.95,1,2184.46,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Kharif,11,WHOLESALER,27.92,1385.05,1541.33,1,2413.9,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Kharif,10,RESTAURANT,59.83,1284.93,1387.14,1,1658.34,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Kharif,8,WHOLESALER,64.01,723.66,688.65,0,785.41,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Year-Round,4,RESTAURANT,85.22,1625.71,1322.86,1,1483.26,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Rabi,12,INDIVIDUAL,52.22,1212.35,1214.0,0,419.58,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Year-Round,3,BUSINESS,79.83,2677.01,2646.22,0,2377.43,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Zaid,3,WHOLESALER,69.71,846.56,821.36,0,907.05,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Year-Round,5,RETAILER,55.66,924.31,880.91,0,857.35,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Rabi,7,WHOLESALER,84.55,1530.6,1495.9,0,1809.8,True
Potato,Local,Vegetable,Maharashtra,Nashik,Year-Round,7,BUSINESS,25.62,1880.55,1673.13,0,2669.2,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Rabi,5,RESTAURANT,83.96,1356.41,1155.69,0,1124.42,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Rabi,8,WHOLESALER,38.09,817.68,984.54,0,1485.96,True
Onion,Red,Vegetable,Gujarat,Rajkot,Year-Round,10,BUSINESS,51.52,1567.08,1460.05,1,1800.6,True
Rice,Common,Cereal,Karnataka,Bengaluru,Year-Round,7,RETAILER,37.57,2009.38,2676.81,0,2716.78,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Kharif,3,WHOLESALER,16.92,2488.74,2907.15,0,4668.29,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Year-Round,1,RESTAURANT,73.07,1007.69,1042.74,0,987.18,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Year-Round,10,WHOLESALER,56.99,871.39,894.2,1,1274.77,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Zaid,3,WHOLESALER,39.0,925.97,1094.5,0,1647.29,True
Wheat,Common,Cereal,Punjab,Ludhiana,Rabi,7,BUSINESS,89.47,2755.77,2444.64,0,2117.0,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Rabi,3,WHOLESALER,47.54,1332.5,1115.51,0,1418.3,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Year-Round,8,WHOLESALER,16.39,2708.49,2718.41,0,5635.08,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Rabi,8,RESTAURANT,19.98,2291.98,2196.76,0,3084.84,True
Mango,Local,Fruit,Maharashtra,Pune,Kharif,5,BUSINESS,18.22,856.39,836.82,0,1233.97,True
Wheat,Common,Cereal,Tamil Nadu,Chennai,Year-Round,5,INDIVIDUAL,62.6,2523.1,2449.53,0,1084.36,True
Green Chilli,Local,Spice,Maharashtra,Pune,Zaid,10,BUSINESS,64.76,507.46,545.14,1,637.45,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Zaid,5,INDIVIDUAL,23.54,953.31,987.69,0,534.75,True
Onion,Red,Vegetable,Gujarat,Rajkot,Year-Round,5,WHOLESALER,14.69,1540.93,1583.56,0,3502.61,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Zaid,5,WHOLESALER,84.96,2187.73,2519.95,0,3430.47,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Year-Round,5,RETAILER,28.78,1038.16,1013.64,0,1054.63,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Zaid,10,BUSINESS,86.46,1414.17,1608.3,1,1508.33,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Kharif,3,RETAILER,79.82,1052.91,1212.09,0,831.16,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Zaid,12,WHOLESALER,84.1,1141.69,1256.01,0,1278.46,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Year-Round,10,RETAILER,43.2,1402.2,1517.94,1,1824.26,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Kharif,11,RETAILER,57.65,2789.38,2750.01,1,2565.63,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Rabi,8,RESTAURANT,52.13,2701.86,2374.4,0,2565.86,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Year-Round,12,BUSINESS,71.04,730.06,666.77,0,661.65,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Year-Round,1,BUSINESS,54.88,1391.49,1428.72,0,1483.09,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Zaid,7,BUSINESS,36.29,576.25,571.36,0,604.69,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Rabi,2,BUSINESS,35.23,697.76,590.83,0,606.41,True
Onion,Red,Vegetable,Maharashtra,Pune,Rabi,5,WHOLESALER,47.62,1269.87,1331.73,0,1913.8,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Zaid,12,RESTAURANT,52.68,1155.51,1071.47,0,1087.9,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Year-Round,2,RETAILER,20.73,962.85,838.73,0,971.61,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Year-Round,10,BUSINESS,42.36,766.05,943.27,1,963.94,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Year-Round,5,INDIVIDUAL,57.23,2330.24,2642.79,0,1041.19,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Kharif,3,WHOLESALER,57.13,1034.89,1574.11,0,1780.31,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Year-Round,7,RESTAURANT,32.18,1311.12,1153.61,0,1388.61,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Zaid,8,WHOLESALER,86.94,1262.08,1258.34,0,1432.11,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Kharif,5,WHOLESALER,34.43,1449.21,1170.04,0,2217.58,True
Onion,Red,Vegetable,Gujarat,Rajkot,Kharif,4,RETAILER,78.56,1743.1,1751.62,1,1782.41,True
Green Chilli,Local,Spice,Maharashtra,Pune,Rabi,9,RESTAURANT,59.68,587.28,508.73,0,444.48,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Kharif,1,BUSINESS,30.69,1750.63,1788.77,0,2365.9,True
Mango,Local,Fruit,Karnataka,Bengaluru,Kharif,5,RETAILER,70.55,751.64,805.39,0,659.54,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Rabi,11,BUSINESS,79.35,2306.76,2654.48,1,2911.08,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Year-Round,2,BUSINESS,47.72,1606.36,1434.61,0,1379.39,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Zaid,2,INDIVIDUAL,52.09,2766.77,2611.32,0,992.81,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Zaid,7,BUSINESS,29.96,1319.61,1257.35,0,1685.24,True
Mango,Local,Fruit,Punjab,Ludhiana,Year-Round,2,WHOLESALER,36.14,829.25,794.55,0,1198.94,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Year-Round,7,RETAILER,67.85,730.98,806.37,0,714.88,True
Rice,Common,Cereal,Maharashtra,Pune,Rabi,2,INDIVIDUAL,69.69,2591.15,2732.24,0,793.15,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Rabi,3,RESTAURANT,17.38,2001.84,2447.88,0,3199.25,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,10,RETAILER,33.15,2882.87,2591.85,1,2973.03,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rabi,4,RESTAURANT,44.63,457.57,585.44,1,768.66,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Zaid,8,BUSINESS,45.71,2442.34,2555.86,0,2867.13,True
Tomato,Hybrid,Vegetable,Tamil Nadu,Chennai,Rabi,9,INDIVIDUAL,43.92,1606.15,1401.0,0,527.45,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Zaid,11,RESTAURANT,34.93,1057.86,1111.45,1,1479.39,True
Mango,Local,Fruit,Gujarat,Rajkot,Rabi,1,RETAILER,70.64,566.63,707.7,0,538.2,True
Potato,Local,Vegetable,Gujarat,Rajkot,Kharif,10,RESTAURANT,68.33,1551.61,1833.14,1,1888.4,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Kharif,2,RETAILER,21.72,944.64,998.53,0,997.21,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Zaid,1,INDIVIDUAL,79.68,1073.1,1033.67,0,363.19,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Kharif,12,RETAILER,77.08,3235.58,2645.44,0,2117.6,True
Rice,Basmati,Cereal,Maharashtra,Pune,Zaid,5,WHOLESALER,61.84,2230.29,2468.76,0,3424.77,True
Soybean,Local,Oilseed,Maharashtra,Pune,Zaid,1,RESTAURANT,50.11,970.89,778.21,0,747.69,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Zaid,12,INDIVIDUAL,22.07,1058.99,915.55,0,505.7,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Rabi,5,RESTAURANT,42.03,820.69,806.57,0,967.06,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Kharif,6,INDIVIDUAL,25.31,582.21,819.51,0,484.93,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Rabi,10,RESTAURANT,68.58,1018.16,961.91,1,1114.95,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Zaid,12,RETAILER,83.12,1406.57,1418.77,0,1118.47,True
Mango,Local,Fruit,Punjab,Ludhiana,Kharif,2,WHOLESALER,48.58,781.86,763.49,0,947.01,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,5,RETAILER,38.38,939.33,883.11,0,957.7,True
Mango,Local,Fruit,Gujarat,Rajkot,Kharif,11,RETAILER,12.93,929.12,883.62,1,1223.42,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Zaid,5,WHOLESALER,64.32,2456.58,2267.26,0,3295.69,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Year-Round,1,INDIVIDUAL,64.39,708.02,826.83,0,275.33,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Year-Round,8,BUSINESS,52.09,3360.61,2906.21,0,3941.01,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Year-Round,4,BUSINESS,26.78,1099.16,1028.29,1,1772.26,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Kharif,6,BUSINESS,20.54,941.15,904.15,0,1273.0,True
Mango,Local,Fruit,Gujarat,Rajkot,Zaid,5,WHOLESALER,28.06,687.64,767.72,0,1272.55,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Kharif,5,RESTAURANT,87.09,1215.3,1150.97,0,1217.71,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Zaid,2,BUSINESS,64.48,1575.1,1461.62,0,1313.75,True
Onion,Red,Vegetable,Maharashtra,Nashik,Kharif,1,RESTAURANT,86.72,1332.93,1411.05,0,1169.93,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rabi,12,INDIVIDUAL,83.36,737.32,780.48,0,260.0,True
Potato,Local,Vegetable,Gujarat,Rajkot,Year-Round,4,RESTAURANT,62.38,1600.69,1693.92,1,2241.62,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Year-Round,11,INDIVIDUAL,43.63,981.72,1109.35,1,477.88,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Zaid,7,RESTAURANT,32.2,2626.21,2543.73,0,2872.6,True
Onion,Red,Vegetable,Maharashtra,Pune,Kharif,4,BUSINESS,52.63,1339.02,1476.17,1,2089.32,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Kharif,7,RETAILER,52.15,2263.75,2254.79,0,1893.0,True
Onion,Red,Vegetable,Punjab,Ludhiana,Kharif,4,BUSINESS,18.77,1006.64,1088.86,1,2025.8,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Rabi,2,INDIVIDUAL,29.03,764.84,1146.52,0,482.19,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Rabi,4,RESTAURANT,65.48,1261.34,1336.85,1,1586.03,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Rabi,3,RETAILER,72.89,1922.49,1760.6,0,1193.56,True
Rice,Common,Cereal,Maharashtra,Mumbai,Kharif,1,WHOLESALER,85.02,3243.72,3105.75,0,3431.34,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Year-Round,2,RETAILER,33.17,1129.71,1299.74,0,1187.81,True
Onion,Red,Vegetable,Maharashtra,Pune,Rabi,9,RETAILER,76.19,1675.98,1546.24,0,1028.98,True
Potato,Local,Vegetable,Maharashtra,Pune,Rabi,10,INDIVIDUAL,57.21,1613.0,1772.48,1,744.65,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,5,INDIVIDUAL,88.24,2396.61,2581.36,0,945.05,True
Mango,Local,Fruit,Maharashtra,Mumbai,Rabi,9,INDIVIDUAL,18.89,860.04,705.84,0,357.57,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Year-Round,12,WHOLESALER,31.01,2653.29,2707.9,0,3407.17,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Zaid,9,WHOLESALER,61.71,863.03,931.29,0,1129.09,True
Soybean,Local,Oilseed,Tamil Nadu,Chennai,Rabi,8,INDIVIDUAL,38.89,1051.16,950.95,0,430.82,True
Mango,Local,Fruit,Maharashtra,Nashik,Year-Round,2,RESTAURANT,61.14,690.94,712.63,0,580.31,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rabi,9,RETAILER,27.0,1517.36,1363.6,0,1508.75,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Zaid,7,RESTAURANT,13.56,955.23,750.45,0,1205.23,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Kharif,3,INDIVIDUAL,69.11,2812.03,2602.28,0,883.75,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Kharif,10,BUSINESS,17.41,1323.17,1124.54,1,1872.66,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Kharif,10,INDIVIDUAL,89.66,991.23,1307.83,1,407.62,True
Rice,Basmati,Cereal,Maharashtra,Pune,Kharif,6,WHOLESALER,47.19,3175.12,2659.33,0,3602.47,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Rabi,6,WHOLESALER,53.58,2809.74,2591.02,0,4457.9,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Year-Round,2,RETAILER,60.59,2883.85,2985.31,0,2067.03,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Kharif,2,RESTAURANT,84.74,1194.91,1238.73,0,870.12,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Zaid,6,RETAILER,67.76,721.52,781.74,0,690.49,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Year-Round,9,WHOLESALER,13.92,1020.4,1223.06,0,2207.38,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Zaid,7,WHOLESALER,28.54,2038.64,2300.97,0,3513.86,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Year-Round,3,WHOLESALER,32.97,837.38,808.95,0,1153.16,True
Soybean,Local,Oilseed,Tamil Nadu,Chennai,Year-Round,1,INDIVIDUAL,60.56,707.28,855.68,0,326.86,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Zaid,12,BUSINESS,18.29,726.83,634.68,0,996.85,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Zaid,12,BUSINESS,28.93,1002.31,997.0,0,1281.56,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Zaid,1,INDIVIDUAL,88.66,1164.23,1132.61,0,460.93,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Year-Round,9,RESTAURANT,84.72,1286.05,1210.79,0,1003.28,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Year-Round,2,RETAILER,51.25,1343.14,1357.5,0,1166.74,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Kharif,1,RESTAURANT,79.08,972.73,1154.11,0,961.96,True
Green Chilli,Local,Spice,Maharashtra,Pune,Rabi,7,INDIVIDUAL,14.44,578.9,559.46,0,341.24,True
Onion,Red,Vegetable,Punjab,Ludhiana,Year-Round,8,RETAILER,22.33,2088.59,1679.84,0,1910.19,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Kharif,8,BUSINESS,22.05,815.56,871.48,0,1303.38,True
Mango,Local,Fruit,Maharashtra,Pune,Zaid,4,RETAILER,61.86,762.47,862.49,1,944.14,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Year-Round,3,WHOLESALER,66.63,839.08,881.86,0,1044.2,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Kharif,5,RETAILER,49.01,1084.43,1293.74,0,1464.52,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Year-Round,2,RETAILER,76.89,519.4,651.6,0,405.51,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Zaid,11,RESTAURANT,59.16,3617.39,3145.95,1,3449.92,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Year-Round,3,WHOLESALER,34.65,1412.02,1453.41,0,1969.64,True
Green Chilli,Local,Spice,Maharashtra,Pune,Zaid,4,RETAILER,26.39,491.33,492.5,1,663.68,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Zaid,4,RETAILER,68.38,532.75,610.91,1,756.64,True
